plan_id,utility_score,cardinality_diff,attributes,rel_entropy
o_p2-l_p3,0.44225802680323106,0.569862882916357,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.055208986225734835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1780468864342566, 0.0, 0.0, 0.0, 0.04846174205400319, 0.0, 0.0, 0.0]"
o_p2-l_p2,1.1113874509173904,0.3037779446371068,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.055208986225734835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7950424145633473, 0.0, 0.0, 0.0, 0.0, 0.002184748701645372, 0.0, 0.0, 0.0]"
o_p1-l_p3,1.7402677028644662,0.3734047302039468,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.015493064631670411, 0.0, 1.0251176523959695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1780468864342566, 0.0, 0.0, 0.0, 0.04846174205400319, 0.0, 0.0, 0.0]"
o_p1-l_p2,1.8639542018862292,0.01421035112707456,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.015493064631670411, 0.0, 1.0251176523959695, 0.0, 0.0, 0.0, 0.0, 0.7950424145633473, 0.0, 0.0, 0.0, 0.0, 0.002184748701645372, 0.0, 0.0, 0.0]"
o_p2-l_p1,2.807485264805708,0.30306578214020313,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.055208986225734835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4342833487185738, 0.6650307162209137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
o_p1-l_p1,3.187801197307105,0.015247631285608125,"[o_orderkey, o_custkey, o_orderdate, o_orderpriority, o_shippriority, o_comment, l_orderkey, l_suppkey, l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, l_commitdate, l_receiptdate, l_shipmode]","[0.0, 0.0, 0.015493064631670411, 0.0, 1.0251176523959695, 0.0, 0.0, 0.0, 0.0, 1.4342833487185738, 0.6650307162209137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
