plan_id,utility_score
c_p2-o_p1-l_p2,11.754330264781247
c_p2-o_p1-l_p1,12.424810790017087
c_p2-o_p2-l_p2,13.995363091337396
c_p2-o_p2-l_p1,14.920939065154052
c_p2-o_p1-l_p3,16.348077481838267
c_p2-o_p2-l_p3,17.025633271865036
c_p1-o_p1-l_p2,18.449549082719447
c_p1-o_p1-l_p1,19.316706601164114
c_p1-o_p2-l_p2,22.6148433606988
c_p1-o_p2-l_p1,23.494358022429854
c_p1-o_p1-l_p3,25.423044108509856
c_p1-o_p2-l_p3,27.49875761887246
