plan_id,utility_score
o_p2-l_p3,0.40793133010384547
o_p2-l_p2,0.8709077294468308
o_p1-l_p3,1.1812039345987324
o_p1-l_p2,1.3396439669613696
o_p1-l_p1,1.9900942575184088
o_p2-l_p1,2.7661309253013138
