plan_id,utility_score
c_p2-o_p1-l_p2,11.830122546820544
c_p2-o_p1-l_p1,12.47708775368688
c_p2-o_p2-l_p2,14.165425838682784
c_p2-o_p2-l_p1,15.015139531252123
c_p2-o_p1-l_p3,16.136743167331282
c_p2-o_p2-l_p3,16.752674510543503
c_p1-o_p1-l_p2,18.589279641755493
c_p1-o_p1-l_p1,19.23520470492843
c_p1-o_p2-l_p2,23.037916552336533
c_p1-o_p2-l_p1,23.88641674393024
c_p1-o_p1-l_p3,25.481784162691262
c_p1-o_p2-l_p3,27.40220738504476
